ZScan Measurmets (Organometallics in Nanophotonics)
Sample type:Solution
Code: DAC-glu
Concentration: 100 %
Wavelength: 890 nm
Experiment description

--------------------------------------------------------------------------------------------------

Starting pos:   50
Ending pos:   90
CH1:   Closed aperture
CH2:   Reference
CH3:   Open aperture
CH4:   Empty channel


--------------------------------------------------------------------------------------------------

SNo.   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   [V] Voltage Max	   
 255     1.16000000             0.83200000             0.72800000             0.00000000
 256     1.17600000             0.84000000             0.73600000             0.00000000
 257     1.19200000             0.84800000             0.75200000             0.00000000
 258     1.19200000             0.84800000             0.74400000             0.00000000
 259     1.18400000             0.85600000             0.74400000             0.00000000
 260     1.18400000             0.86400000             0.74400000             0.00000000
 261     1.16000000             0.85600000             0.72800000             0.00000000
 262     1.13600000             0.84000000             0.72000000             0.00000000
 263     1.16000000             0.84000000             0.72800000             0.00000000
 264     1.16000000             0.85600000             0.72800000             0.00000000
 265     1.16000000             0.86400000             0.72800000             0.00000000
 266     1.16800000             0.85600000             0.72800000             0.00000000
 267     1.15200000             0.84800000             0.71200000             0.00000000
 268     1.08000000             0.80000000             0.67200000             0.00000000
 269     1.00000000             0.72800000             0.63200000             0.00000000
 270     1.03200000             0.74400000             0.65600000             0.00000000
 271     1.05600000             0.75200000             0.66400000             0.00000000
 272     1.01600000             0.73600000             0.64000000             0.00000000
 273     1.05600000             0.76800000             0.66400000             0.00000000
 274     1.08000000             0.78400000             0.68800000             0.00000000
 275     1.10400000             0.80000000             0.69600000             0.00000000
 276     1.11200000             0.80000000             0.71200000             0.00000000
 277     1.09600000             0.79200000             0.70400000             0.00000000
 278     1.08800000             0.78400000             0.68800000             0.00000000
 279     1.09600000             0.80000000             0.68800000             0.00000000
 280     1.10400000             0.80800000             0.70400000             0.00000000
 281     1.09600000             0.80000000             0.70400000             0.00000000
 282     1.06400000             0.77600000             0.68000000             0.00000000
 283     1.00800000             0.74400000             0.64000000             0.00000000
 284     1.03200000             0.76000000             0.66400000             0.00000000
 285     1.04000000             0.77600000             0.67200000             0.00000000
 286     1.04800000             0.79200000             0.67200000             0.00000000
 287     1.06400000             0.79200000             0.68000000             0.00000000
 288     1.04000000             0.76000000             0.66400000             0.00000000
 289     1.06400000             0.77600000             0.68000000             0.00000000
 290     1.07200000             0.78400000             0.68800000             0.00000000
 291     1.10400000             0.81600000             0.72000000             0.00000000
 292     1.12800000             0.83200000             0.73600000             0.00000000
 293     1.14400000             0.84000000             0.74400000             0.00000000
 294     1.13600000             0.84000000             0.73600000             0.00000000
 295     1.12800000             0.83200000             0.72800000             0.00000000
 296     1.12000000             0.84000000             0.72800000             0.00000000
 297     1.11200000             0.83200000             0.72000000             0.00000000
 298     1.05600000             0.80000000             0.68800000             0.00000000
 299     1.08800000             0.81600000             0.70400000             0.00000000
 300     1.08800000             0.81600000             0.71200000             0.00000000
